Layer,계약연도,시도,시군구,신용정보,전자압류,EGS,계약유형_계약여부,신용정보(\),전자압류(\),EGS (\),합계,지방세,세외수입,기타,부서_계약여부
B,2026,전라북도,순창군,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,전라남도,담양군,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,전라남도,고흥군,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,전라남도,화순군,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,전라남도,장흥군,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,전라남도,강진군,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,전라남도,영암군,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,전라남도,신안군,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,전라남도,완도군,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,전라남도,진도군,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,경상북도,안동시,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,경상북도,문경시,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,경상북도,구미시,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,경상북도,청송군,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,경상북도,영양군,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,경상북도,영덕군,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,경상북도,청도군,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,경상북도,예천군,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,경상북도,봉화군,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,경상북도,울릉군,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,경상남도,통영시,0,0,0,0,0,0,0,0,0,0,0,0
B,2026,경상남도,함양군,0,0,0,0,0,0,0,0,0,0,0,0
